  Dados detalhados das AIH - por residência - Brasil
Valor aprovado por Procedimento e Ano atendimento
Período:Jun/2020-Out/2022
"Procedimento";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"Total"
"0403020115 TRATAMENTO CIRURGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRURGIA";-;-;-;-;-;-;-;-;-;-;-;-;4836961,47;9077211,53;8251638,47;22165811,47
"0403020123 TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO";-;-;-;-;-;-;-;-;-;-;-;-;1832908,13;4161570,92;5644014,37;11638493,42
"0403020131 TRATAMENTO MICROCIRURGICO DE TUMOR DE NERVO PERIFERICO / NEUROMA";-;-;-;-;-;-;-;-;-;-;-;-;67427,86;127420,51;177280,66;372129,03
"0403030013 CRANIOTOMIA PARA BIOPSIA ENCEFALICA";-;-;-;-;-;-;-;-;-;-;-;-;270592,14;315915,69;200581,72;787089,55
"0403030021 CRANIOTOMIA PARA BIOPSIA ENCEFALICA (COM TECNICA COMPLEMENTAR)";-;-;-;-;-;-;-;-;-;-;-;-;334592,88;502438,76;449788,04;1286819,68
"0403030030 CRANIOTOMIA PARA RETIRADA DE TUMOR CEREBRAL INCLUSIVO DA FOSSA POSTERIOR";-;-;-;-;-;-;-;-;-;-;-;-;2127739,43;2904668,55;2194529,40;7226937,38
"0403030048 CRANIOTOMIA PARA RETIRADA DE TUMOR INTRACRANIANO";-;-;-;-;-;-;-;-;-;-;-;-;1355374,80;2242208,72;1740349,80;5337933,32
"0403030056 CRANIECTOMIA POR TUMOR OSSEO";-;-;-;-;-;-;-;-;-;-;-;-;172244,98;333758,50;272777,43;778780,91
"0403030064 HIPOFISECTOMIA TRANSESFENOIDAL POR TECNICA COMPLEMENTAR";-;-;-;-;-;-;-;-;-;-;-;-;1226128,89;1833148,05;1627374,21;4686651,15
"0403030080 MICROCIRURGIA DE TUMOR INTRADURAL E EXTRAMEDULAR";-;-;-;-;-;-;-;-;-;-;-;-;697958,85;1266895,29;767313,53;2732167,67
"0403030099 MICROCIRURGIA DE TUMOR MEDULAR COM TECNICA COMPLEMENTAR";-;-;-;-;-;-;-;-;-;-;-;-;1662912,56;2467190,72;1910747,69;6040850,97
"0403030102 MICROCIRURGIA DE TUMOR MEDULAR";-;-;-;-;-;-;-;-;-;-;-;-;699546,42;1091866,19;789438,47;2580851,08
"0403030110 MICROCIRURGIA PARA BIOPSIA DE MEDULA ESPINHAL OU RAIZES";-;-;-;-;-;-;-;-;-;-;-;1161,10;43928,43;64833,41;57944,96;167867,90
"0403030129 MICROCIRURGIA PARA TUMOR DA BASE DO CRANIO";-;-;-;-;-;-;-;-;-;-;-;-;1482171,47;2061307,90;1644908,12;5188387,49
"0403030137 MICROCIRURGIA PARA TUMOR DE ORBITA";-;-;-;-;-;-;-;-;-;-;-;-;151998,20;286910,51;140669,99;579578,70
"0403030145 MICROCIRURGIA PARA TUMOR INTRACRANIANO";-;-;-;-;-;-;-;-;-;-;-;-;7391868,99;11617830,78;8836852,66;27846552,43
"0403030153 MICROCIRURGIA PARA TUMOR INTRACRANIANO (COM TECNICA COMPLEMENTAR)";-;-;-;-;-;-;-;-;-;-;-;-;18161371,20;28393911,00;21799370,24;68354652,44
"0403030161 RESSECCAO DE TUMOR RAQUIMEDULAR EXTRADURAL";-;-;-;-;-;-;-;-;-;-;-;-;770364,97;1046692,17;774384,23;2591441,37
"0403040019 ANASTOMOSE VASCULAR EXTRA / INTRACRANIANA";-;-;-;-;-;-;-;-;-;-;-;-;236322,61;343977,25;397638,41;977938,27
"0403040027 DESCOMPRESSAO NEUROVASCULAR DE NERVOS CRANIANOS";-;-;-;-;-;-;-;-;-;-;-;-;1007085,27;1973039,23;1667886,60;4648011,10
"0403040051 MICROCIRURGIA PARA MALFORMACAO ARTERIO-VENOSA CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;299905,85;559783,70;399757,15;1259446,70
"0403040060 MICROCIRURGIA PARA MALFORMACAO ARTERIO-VENOSA CEREBRAL PROFUNDA";-;-;-;-;-;-;-;-;-;-;-;-;389702,93;689008,94;440833,31;1519545,18
"0403040078 MICROCIRURGIA VASCULAR INTRACRANIANA (COM TECNICA COMPLEMENTAR)";-;-;-;-;-;-;-;-;-;-;-;-;5322183,51;8260267,09;5785248,72;19367699,32
"0403040086 TRATAMENTO CIRURGICO DE FISTULA CAROTIDEO-CAVERNOSA";-;-;-;-;-;-;-;-;-;-;-;-;17769,82;32785,42;12048,06;62603,30
"0403040094 MICROCIRURGIA PARA ANEURISMA DA CIRCULACAO CEREBRAL ANTERIOR MAIOR QUE 1,5 CM";-;-;-;-;-;-;-;-;-;-;-;-;1558215,58;2320142,60;1719025,02;5597383,20
"0403040108 MICROCIRURGIA PARA ANEURISMA DA CIRCULACAO CEREBRAL POSTERIOR MAIOR QUE 1,5 CM";-;-;-;-;-;-;-;-;-;-;-;-;266578,02;410590,28;235354,93;912523,23
"0403040116 MICROCIRURGIA P/ARA ANEURISMA DA CIRCULACAO CEREBRAL ANTERIOR MENOR QUE 1,5 CM";-;-;-;-;-;-;-;-;-;-;-;3159,63;2961975,67;4213863,70;2886232,55;10065231,55
"0403040124 MICROCIRURGIA PARA ANEURISMA DA CIRCULACAO CEREBRAL POSTERIOR MENOR QUE 1,5 CM";-;-;-;-;-;-;-;-;-;-;-;-;459631,70;615745,30;330846,00;1406223,00
"0403050030 BLOQUEIOS PROLONGADOS DE SISTEMA NERVOSO PERIFERICO / CENTRAL COM BOMBA DE INFUSAO";-;-;-;-;-;-;-;-;-;-;-;-;492256,69;1127500,40;1032198,51;2651955,60
"0403050049 CORDOTOMIA / MIELOTOMIA POR RADIOFREQUENCIA";-;-;-;-;-;-;-;-;-;-;-;-;15090,10;37748,92;21711,56;74550,58
"0403050057 IMPLANTE INTRATECAL DE BOMBA DE INFUSAO DE FARMACOS";-;-;-;-;-;-;-;-;-;-;-;-;48020,23;80996,63;34288,97;163305,83
"0403050065 MICROCIRURGIA COM CORDOTOMIA / MIELOTOMIA A CEU ABERTO";-;-;-;-;-;-;-;-;-;-;-;-;7500,98;19172,40;21446,70;48120,08
"0403050073 MICROCIRURGIA COM RIZOTOMIA A CEU ABERTO";-;-;-;-;-;-;-;-;-;-;-;-;313273,93;686313,23;714788,75;1714375,91
"0403050090 RIZOTOMIA PERCUTANEA COM BALAO";-;-;-;-;-;-;-;-;-;-;-;-;109436,64;141717,03;102434,28;353587,95
"0403050103 RIZOTOMIA / NEUROTOMIA PERCUTANEA POR RADIOFREQUENCIA";-;-;-;-;-;-;-;-;-;-;-;-;892813,79;1778652,34;1784361,97;4455828,10
"0403050111 SIMPATECTOMIA LOMBAR A CEU ABERTO";-;-;-;-;-;-;-;-;-;-;-;-;59391,25;129564,40;62318,99;251274,64
"0403050120 SIMPATECTOMIA LOMBAR VIDEOCIRURGICA";-;-;-;-;-;-;-;-;-;-;-;-;9301,27;5538,91;29666,00;44506,18
"0403050138 SIMPATECTOMIA TORACICA A CEU ABERTO";-;-;-;-;-;-;-;-;-;-;-;-;6573,76;20169,95;11743,26;38486,97
"0403050146 SIMPATECTOMIA TORACICA VIDEOCIRURGICA";-;-;-;-;-;-;-;-;-;-;-;-;168769,71;338195,71;466128,39;973093,81
"0403050154 TRATAMENTO DE LESAO DO SISTEMA NEUROVEGETATIVO POR AGENTES QUIMICOS";-;-;-;-;-;-;-;-;-;-;-;-;3589851,86;7511237,65;7922549,61;19023639,12
"0403050162 TRATAMENTO ABLATIVO POR ESTEREOTAXIA EM ESTRUTURA PROFUNDA DE SNC PARA TRATATAMENTO DE MOVIMENTOS AN";-;-;-;-;-;-;-;-;-;-;-;-;9497,89;67414,05;61640,17;138552,11
"0403060010 EXPLORACAO DIAGNOSTICA CIRURGICA PARA IMPLANTACAO BILATERAL DE ELETRODOS SUBDURAIS (INCLUI VID";-;-;-;-;-;-;-;-;-;-;-;-;32791,14;13208,58;45446,02;91445,74
"0403060028 EXPLORACAO DIAGNOSTICA CIRURGICA PARA IMPLANTACAO UNILATERAL DE ELETRODOS SUBDURAIS (INCLUI VID";-;-;-;-;-;-;-;-;-;-;-;-;-;7336,64;3668,32;11004,96
"0403060036 MICROCIRURGIA PARA LESIONECTOMIA COM MONITORAMENTO INTRAOPERATORIO";-;-;-;-;-;-;-;-;-;-;-;-;20439,54;71657,67;116240,93;208338,14
"0403060044 MICROCIRURGIA PARA LESIONECTOMIA SEM MONITORAMENTO INTRA-OPERATORIO";-;-;-;-;-;-;-;-;-;-;-;-;36878,95;31943,93;32337,81;101160,69
"0403060052 MICROCIRURGIA PARA LOBECTOMIA TEMPORAL / AMIGDALO-HIPOCAMPECTOMIA SELETIVA";-;-;-;-;-;-;-;-;-;-;-;-;257591,06;377496,20;340387,65;975474,91
"0403060060 MICROCIRURGIA PARA RESSECCAO MULTILOBAR / HEMISFERECTOMIA / CALOSOTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;63052,37;220181,94;165578,41;448812,72
"0403060079 MICROCIRURGIA PARA RESSECCAO UNILOBAR EXTRATEMPORAL COM MONITORAMENTO INTRAOPERATORIO";-;-;-;-;-;-;-;-;-;-;-;-;-;15285,45;9881,17;25166,62
"0403060087 MICROCIRURGIA PARA RESSECCAO UNILOBAR EXTRATEMPORAL SEM MONITORAMENTO INTRA-OPERATORIO";-;-;-;-;-;-;-;-;-;-;-;-;7226,58;8847,12;10343,70;26417,40
"0403060095 TRANSECCOES SUB-PIAIS MULTIPLAS EM AREAS ELOQUENTES";-;-;-;-;-;-;-;-;-;-;-;-;-;2858,54;5483,79;8342,33
"0403070015 ANGIOPLASTIA INTRACRANIANA EM VASO-ESPASMO";-;-;-;-;-;-;-;-;-;-;-;-;378787,86;556429,07;467997,34;1403214,27
"0403070040 EMBOLIZACAO DE ANEURISMA CEREBRAL MAIOR QUE 1,5 CM COM COLO ESTREITO";-;-;-;-;-;-;-;-;-;-;-;-;651607,68;856856,11;694837,09;2203300,88
"0403070058 EMBOLIZACAO DE ANEURISMA CEREBRAL MAIOR QUE 1,5 CM COM COLO LARGO";-;-;-;-;-;-;-;-;-;-;-;-;1019789,19;1282005,51;1023490,11;3325284,81
"0403070082 EMBOLIZACAO DE FISTULA ARTERIO-VENOSA DA CABECA E PESCOCO";-;-;-;-;-;-;-;-;-;-;-;-;65116,28;134239,05;88418,79;287774,12
"0403070090 EMBOLIZACAO DE FISTULA CAROTIDO-CAVERNOSA DIRETAS";-;-;-;-;-;-;-;-;-;-;-;-;31341,47;71861,68;55695,88;158899,03
"0403070104 EMBOLIZACAO DE MALFORMACAO ARTERIO-VENOSA DURAL COMPLEXA DO SISTEMA NERVOSO CENTRAL";-;-;-;-;-;-;-;-;-;-;-;-;79189,18;115533,31;76558,49;271280,98
"0403070112 EMBOLIZACAO DE MALFORMACAO ARTERIO-VENOSA DURAL SIMPLES DO SISTEMA NERVOSO CENTRAL";-;-;-;-;-;-;-;-;-;-;-;-;28617,50;37715,62;25106,97;91440,09
"0403070120 EMBOLIZACAO DE MALFORMACAO ARTERIO-VENOSA INTRAPARENQUIMATOSA DO SISTEMA NERVOSO CENTRAL";-;-;-;-;-;-;-;-;-;-;-;-;355647,83;618086,99;543460,41;1517195,23
"0403070139 EMBOLIZACAO DE TUMOR INTRA-CRANIANO OU DA CABECA E PESCOCO";-;-;-;-;-;-;-;-;-;-;-;-;266639,02;471340,94;396697,81;1134677,77
"0403070147 TRATAMENTO DE ANEURISMA GIGANTE POR OCLUSAO DO VASO PORTADOR";-;-;-;-;-;-;-;-;-;-;-;-;4701,02;9386,85;11128,75;25216,62
"0403070155 EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR QUE 1,5 CM COM COLO ESTREITO";-;-;-;-;-;-;-;-;-;-;-;1690,92;859012,38;1321309,23;903994,71;3086007,24
"0403070163 EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR DO QUE 1,5 CM COM COLO LARGO";-;-;-;-;-;-;-;-;-;-;-;-;1211873,20;1835020,06;1630190,81;4677084,07
"0403080010 IMPLANTE DE ELETRODO PARA ESTIMULACAO CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;220247,29;353122,33;270365,52;843735,14
"0403080029 IMPLANTE DE GERADOR DE PULSOS P/ARA ESTIMULACAO CEREBRAL (INCLUI CONECTOR)";-;-;-;-;-;-;-;-;-;-;-;-;36823,42;63191,32;52113,78;152128,52
"0403080037 IMPLANTE INTRAVENTRICULAR DE BOMBA DE INFUSAO DE FARMACOS";-;-;-;-;-;-;-;-;-;-;-;-;14620,25;-;5313,64;19933,89
"0403080045 MIECTOMIA SUPERSELETIVA";-;-;-;-;-;-;-;-;-;-;-;-;-;6092,82;-;6092,82
"0403080053 NEUROTOMIA SUPERSELETIVA PARA MOVIMENTOS ANORMAIS";-;-;-;-;-;-;-;-;-;-;-;-;1567,25;4756,58;3303,41;9627,24
"0403080061 NUCLEOTRACTOMIA TRIGEMINAL E/OU ESPINAL";-;-;-;-;-;-;-;-;-;-;-;-;-;3976,62;7757,38;11734,00
"0403080070 TRATAMENTO DE DOR POR ESTEREOTAXIA";-;-;-;-;-;-;-;-;-;-;-;-;6815,56;-;5110,80;11926,36
"0403080088 TRATAMENTO DE MOVIMENTO ANORMAL POR ESTEREOTAXIA";-;-;-;-;-;-;-;-;-;-;-;-;9635,63;5106,93;13965,82;28708,38
"0403080096 TRATAMENTO DE MOVIMENTO ANORMAL POR ESTEREOTAXIA COM MICRO-REGISTRO";-;-;-;-;-;-;-;-;-;-;-;-;3814,92;5625,69;1928,41;11369,02
"0403080100 TROCA DE GERADOR DE PULSOS PARA ESTIMULACAO CEREBRAL";-;-;-;-;-;-;-;-;-;-;-;-;28781,31;46552,35;40182,04;115515,70
"0404010016 ADENOIDECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;728365,88;1617508,98;2439512,08;4785386,94
"0404010024 AMIGDALECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;847990,36;2091191,86;2873180,34;5812362,56
"0404010032 AMIGDALECTOMIA COM ADENOIDECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;2549746,57;4358894,60;6668056,91;13576698,08
"0404010040 ANTROTOMIA DA MASTOIDE (DRENAGEM DE OTITE NO LACTENTE)";-;-;-;-;-;-;-;-;-;-;-;-;3175,65;5218,45;7655,63;16049,73
"0404010059 DRENAGEM DE ABSCESSO FARINGEO";-;-;-;-;-;-;-;-;-;-;-;-;143128,34;234462,10;185445,01;563035,45
"0404010067 DRENAGEM DE ABSCESSO PERIAMIGDALIANO";-;-;-;-;-;-;-;-;-;-;-;-;86797,09;148752,40;136820,42;372369,91
"0404010083 DRENAGEM DO SACO ENDO-LINFATICO - SHUNT (C/ AUDICAO POR VIA TRANSMASTOIDEA)";-;-;-;-;-;-;-;-;-;-;-;-;809,83;1572,22;-;2382,05
"0404010105 ESTAPEDECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;55540,11;154365,85;159128,73;369034,69
"0404010113 EXERESE DE PAPILOMA EM LARINGE";-;-;-;-;-;-;-;-;-;-;-;-;298551,77;490315,53;414377,65;1203244,95
"0404010121 EXERESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOCO";-;-;-;-;-;-;-;-;-;-;-;-;261299,32;665503,00;651918,13;1578720,45
"0404010130 EXTIRPACAO DE TUMOR DO CAVUM E FARINGE";-;-;-;-;-;-;-;-;-;-;-;-;68162,77;121298,25;93731,94;283192,96
"0404010148 IMPLANTE COCLEAR";-;-;-;-;-;-;-;-;-;-;-;-;85645,60;226251,72;90876,98;402774,30
"0404010164 LABIRINTECTOMIA MEMBRANOSA / OSSEA COM OU SEM AUDICAO";-;-;-;-;-;-;-;-;-;-;-;-;10659,60;99781,06;84048,47;194489,13
"0404010172 LARINGECTOMIA PARCIAL";-;-;-;-;-;-;-;-;-;-;-;-;468815,89;890619,00;816749,48;2176184,37
"0404010180 LARINGECTOMIA TOTAL";-;-;-;-;-;-;-;-;-;-;-;-;29238,81;27487,77;23468,48;80195,06
"0404010199 LARINGECTOMIA TOTAL COM ESVAZIAMENTO CERVICAL";-;-;-;-;-;-;-;-;-;-;-;-;40997,70;58933,04;30955,14;130885,88
"0404010202 LARINGORRAFIA";-;-;-;-;-;-;-;-;-;-;-;-;57512,33;63474,45;33435,11;154421,89
"0404010210 MASTOIDECTOMIA RADICAL";-;-;-;-;-;-;-;-;-;-;-;-;372737,58;775447,95;768791,06;1916976,59
"0404010229 MASTOIDECTOMIA SUBTOTAL";-;-;-;-;-;-;-;-;-;-;-;-;128460,49;272595,82;331865,53;732921,84
"0404010237 MICROCIRURGIA OTOLOGICA";-;-;-;-;-;-;-;-;-;-;-;-;217902,63;375460,09;456732,98;1050095,70
"0404010253 PARACENTESE DO TIMPANO";-;-;-;-;-;-;-;-;-;-;-;-;1080,44;1370,71;1819,30;4270,45
"0404010288 RESSECCAO DE GLOMO TIMPANICO";-;-;-;-;-;-;-;-;-;-;-;-;2304,41;17436,95;12045,00;31786,36
"0404010318 RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ";-;-;-;-;-;-;-;-;-;-;-;-;323531,40;546463,54;427344,02;1297338,96
"0404010326 SINUSOTOMIA BILATERAL";-;-;-;-;-;-;-;-;-;-;-;-;377612,27;876755,39;1077824,05;2332191,71
"0404010334 SINUSOTOMIA ESFENOIDAL";-;-;-;-;-;-;-;-;-;-;-;-;184647,83;402557,21;437386,03;1024591,07
"0404010342 TAMPONAMENTO NASAL ANTERIOR E/OU POSTERIOR";-;-;-;-;-;-;-;-;-;-;-;34,00;28977,35;52238,45;45684,10;126933,90
"0404010350 TIMPANOPLASTIA (UNI / BILATERAL)";-;-;-;-;-;-;-;-;-;-;-;-;775573,36;1772585,56;1956045,37;4504204,29
"0404010377 TRAQUEOSTOMIA";-;-;-;-;-;-;-;-;-;-;-;2477,90;7400210,44;12264417,51;7060242,30;26727348,15
"0404010385 TRATAMENTO CIRURGICO DE ESTENOSE DO CONDUTO AUDITIVO";-;-;-;-;-;-;-;-;-;-;-;-;130934,05;219012,50;219113,73;569060,28
"0404010407 TRATAMENTO CIRURGICO DE RINITE CRONICA (OZENA)";-;-;-;-;-;-;-;-;-;-;-;-;29829,70;54870,46;72980,63;157680,79
"0404010415 TURBINECTOMIA";-;-;-;-;-;-;-;-;-;-;-;-;1285505,65;2884205,47;4223340,74;8393051,86
"0404010431 ARITENOIDECTOMIA COM LARINGOFISSURA";-;-;-;-;-;-;-;-;-;-;-;-;48508,61;66837,90;65609,92;180956,43
"0404010458 LARINGOFISSURA PARA COLOCACAO DE MOLDE NOS TRAUMATISMOS DE LARINGE";-;-;-;-;-;-;-;-;-;-;-;-;21104,43;29442,92;22364,68;72912,03
"0404010466 PAROTIDECTOMIA PARCIAL OU SUBTOTAL";-;-;-;-;-;-;-;-;-;-;-;-;184428,42;386667,31;495093,56;1066189,29
"0404010474 PLASTICA DO CANAL DE STENON";-;-;-;-;-;-;-;-;-;-;-;-;-;814,34;2171,81;2986,15
"0404010482 SEPTOPLASTIA PARA CORRECAO DE DESVIO";-;-;-;-;-;-;-;-;-;-;-;-;1039009,36;2325380,29;3068134,46;6432524,11
"0404010490 TRATAMENTO CIRURGICO DE IMPERFURACAO COANAL (UNI / BILATERAL)";-;-;-;-;-;-;-;-;-;-;-;-;8228,57;15364,08;12488,03;36080,68
"0404010504 TRATAMENTO CIRURGICO DE PERFURACAO DO SEPTO NASAL";-;-;-;-;-;-;-;-;-;-;-;-;9848,88;26383,74;32175,52;68408,14
"0404010512 SINUSOTOMIA TRANSMAXILAR";-;-;-;-;-;-;-;-;-;-;-;-;345078,32;687887,71;735998,47;1768964,50
"0404010520 SEPTOPLASTIA REPARADORA NAO ESTETICA";-;-;-;-;-;-;-;-;-;-;-;-;101503,02;224448,29;309372,14;635323,45
"0404010539 RESSECCAO DE TUMOR DO ACUSTICO (PELA FOSSA MEDIA)";-;-;-;-;-;-;-;-;-;-;-;-;1570,45;1595,86;2274,92;5441,23
"0404010547 RESSECCAO DO GLOMO JUGULAR";-;-;-;-;-;-;-;-;-;-;-;-;3233,61;9175,08;8400,76;20809,45
"0404010555 TRATAMENTO CIRURGICO DE RINOFIMA";-;-;-;-;-;-;-;-;-;-;-;-;3834,64;6135,43;4333,07;14303,14
"0404010563 TIREOPLASTIA";-;-;-;-;-;-;-;-;-;-;-;-;844,70;418,48;1263,18;2526,36
"0404010571 CIRURGIA DE IMPLANTE COCLEAR UNILATERAL";-;-;-;-;-;-;-;-;-;-;-;-;383540,00;787346,74;676285,27;1847172,01
"0404010580 CIRURGIA DE IMPLANTE COCLEAR BILATERAL";-;-;-;-;-;-;-;-;-;-;-;-;246591,92;429577,56;466416,05;1142585,53
"0404010598 CIRURGIA PARA REVISAO DO IMPLANTE COCLEAR SEM DISPOSITIVO INTERNO DO IMPLANTE COCLEAR";-;-;-;-;-;-;-;-;-;-;-;-;3068,37;15127,12;8237,09;26432,58
"0404010601 CIRURGIA PARA PROTESE AUDITIVA ANCORADA NO OSSO - 1¶õ TEMPO";-;-;-;-;-;-;-;-;-;-;-;-;2903,42;-;3086,38;5989,80
"0404010610 CIRURGIA PARA PROTESE AUDITIVA ANCORADA NO OSSO - 2¶õ TEMPO";-;-;-;-;-;-;-;-;-;-;-;-;471,54;459,08;304,76;1235,38
"0404010628 CIRURGIA PARA PROTESE AUDITIVA ANCORADA NO OSSO UNILATERAL ? TEMPO UNICO";-;-;-;-;-;-;-;-;-;-;-;-;66290,13;133825,50;122175,32;322290,95
"0404010636 CIRURGIA PARA REVISAO DA PROTESE AUDITIVA ANCORADA NO OSSO";-;-;-;-;-;-;-;-;-;-;-;-;917,12;2308,89;909,86;4135,87
"0404010644 CIRURGIA PARA REIMPLANTACAO DA PROTESE AUDITIVA ANCORADA NO OSSO";-;-;-;-;-;-;-;-;-;-;-;-;-;6803,75;5125,45;11929,20
"0404010652 CIRURGIA PARA PROTESE AUDITIVA ANCORADA NO OSSO BILATERAL - TEMPO UNICO";-;-;-;-;-;-;-;-;-;-;-;-;19139,48;21146,46;23969,11;64255,05
"0404020011 ALONGAMENTO DE COLUMELA";-;-;-;-;-;-;-;-;-;-;-;-;2294,13;9523,89;6318,38;18136,40
"0404020038 CORRECAO CIRURGICA DE FISTULA ORO-NASAL / ORO-SINUSAL";-;-;-;-;-;-;-;-;-;-;-;-;23434,43;41421,41;43827,40;108683,24
"0404020046 CORRECAO CIRURGICA DE FISTULA SALIVAR COM RETALHO";-;-;-;-;-;-;-;-;-;-;-;-;9097,27;8931,16;11813,87;29842,30
"0404020054 DRENAGEM DE ABSCESSO DA BOCA E ANEXOS";-;-;-;-;-;-;-;-;-;-;-;-;7554,77;12182,59;8994,00;28731,36
"0404020062 ENXERTO TOTAL / PARCIAL INTRATEMPORAL DE NERVO FACIAL";-;-;-;-;-;-;-;-;-;-;-;-;4776,52;7207,90;7931,00;19915,42
"0404020070 RESSECCAO DE GLANDULA SALIVAR";-;-;-;-;-;-;-;-;-;-;-;-;35226,55;69538,87;86669,62;191435,04
"0404020089 EXCISAO DE RANULA OU FENOMENO DE RETENCAO SALIVAR";-;-;-;-;-;-;-;-;-;-;-;-;26230,21;49611,92;60015,27;135857,40
"0404020097 EXCISAO E SUTURA DE LESAO NA BOCA";-;-;-;-;112,00;-;-;-;-;-;-;-;9633,40;21971,60;15537,20;47254,20
"0404020100 EXCISAO EM CUNHA DE LABIO";-;-;-;-;-;-;-;-;-;-;-;-;238,88;852,50;238,88;1330,26
"0404020119 EXCISAO PARCIAL DE LABIO COM ENXERTO LIVRE / ROTACAO DE RETALHO";-;-;-;-;-;-;-;-;-;-;-;-;37302,27;53946,20;45911,53;137160,00
"0404020135 EXPLORACAO/ DESCOMPRESSAO TOTAL / PARCIAL DO NERVO FACIAL";-;-;-;-;-;-;-;-;-;-;-;-;48576,74;79203,14;124678,02;252457,90
"0404020143 GLOSSECTOMIA PARCIAL";-;-;-;-;-;-;-;-;-;-;-;-;290158,00;538553,04;508794,98;1337506,02
"0404020178 MAXILECTOMIA PARCIAL";-;-;-;-;-;-;-;-;-;-;-;-;39147,62;74498,40;58967,26;172613,28
"0404020208 LABIOPLASTIA PARA REDUCAO OU CORRECAO DA HIPERTROFIA DO LABIO";-;-;-;-;-;-;-;-;-;-;-;-;15315,89;36939,49;40063,63;92319,01
"0404020224 RECONSTRUCAO TOTAL DE CAVIDADE ORBITARIA";-;-;-;-;-;-;-;-;-;-;-;367,53;167809,96;249323,58;196339,38;613840,45
"0404020232 RECONSTRUCAO TOTAL OU PARCIAL DE LABIO";-;-;-;-;-;-;-;-;-;-;-;-;287268,25;442740,43;300065,93;1030074,61
"0404020240 RECONSTRUCAO TOTAL OU PARCIAL DE NARIZ";-;-;-;-;-;-;-;-;-;-;-;-;349521,77;614239,44;532730,89;1496492,10
"0404020275 RESSECCAO DE LESAO MALIGNA E BENIGNA DA REGIAO CRANIO E BUCOMAXILOFACIAL";-;-;-;-;-;-;-;-;-;-;-;-;990828,89;2385949,34;1985438,72;5362216,95
"0404020291 RESSECCAO DO CONDILO MANDIBULAR COM OU SEM RECONSTRUCAO";-;-;-;-;-;-;-;-;-;-;-;-;14198,13;28093,22;20761,04;63052,39
"0404020313 RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE";-;-;-;-;-;-;-;-;-;-;-;-;52097,03;94652,47;80108,61;226858,11
"0404020321 RINOPLASTIA PARA DEFEITOS POS-TRAUMATICOS";-;-;-;-;-;-;-;-;-;-;-;-;241395,14;548773,27;614240,42;1404408,83
"0404020348 TRATAMENTO CIRURGICO DE ATRESIA NARINARIA";-;-;-;-;-;-;-;-;-;-;-;-;4691,89;10859,81;9516,24;25067,94
"0404020356 TRATAMENTO CIRURGICO DE FISTULA E CISTOS ORO-MAXILARES";-;-;-;-;-;-;-;-;-;-;-;-;21659,78;51062,08;56946,42;129668,28
"0404020380 TRATAMENTO CIRURGICO DE OSTEOMIELITE DE OSSOS DA FACE";-;-;-;-;-;-;-;-;-;-;-;-;282582,26;457547,00;370192,56;1110321,82
"0404020399 TRATAMENTO CIRURGICO DE PARALISIA FACIAL (SUSPENSAO DE HEMIFACE)";-;-;-;-;-;-;-;-;-;-;-;-;32425,04;73952,18;87924,26;194301,48
"0404020429 TRATAMENTO CIRURGICO DO SOALHO DA ORBITA";-;-;-;-;-;-;-;-;-;-;-;-;138884,57;199247,52;172085,29;510217,38
"0404020445 CONTENCAO DE DENTES POR SPLINTAGEM";-;-;-;-;-;-;-;-;-;-;-;-;309,94;359,38;80,80;750,12
"0404020453 OSTEOTOMIA DA MAXILA";-;-;-;-;-;-;-;-;-;-;-;-;675165,82;1686121,19;1626630,11;3987917,12
"0404020461 OSTEOTOMIA DA MANDIBULA";-;-;-;-;-;-;-;-;-;-;-;-;902907,01;2185055,76;2136572,87;5224535,64
"0404020470 RECONSTRUCAO DO SULCO GENGIVO-LABIAL";-;-;-;-;-;-;-;-;-;-;-;-;448689,61;813974,10;733569,78;1996233,49
"0404020488 OSTEOTOMIA DAS FRATURAS ALVEOLO-DENTARIAS";-;-;-;-;-;-;-;-;-;-;-;-;20213,04;24792,96;21701,54;66707,54
"0404020496 OSTEOSSINTESE DE FRATURA UNILATERAL DO CONDILO MANDIBULAR";-;-;-;-;-;-;-;-;-;-;-;-;228553,23;314623,45;251227,84;794404,52
"0404020500 OSTEOSSINTESE DA FRATURA COMPLEXA DA MANDIBULA";-;-;-;-;-;-;-;-;-;-;-;-;3779513,78;5735546,01;4470308,20;13985367,99
